Region,Sector,Value
Indonesia,Electricity production,2.4722051167584005
Other,Electricity production,1.5065376169483962
USA,Construction,0.0
EU-15,Construction,0.0
EU-27,Construction,0.16026792709777185
Europe_Non_EU,Construction,0.0
Japan,Construction,3.376237997025286
China,Construction,4.326786063284349
India,Construction,12.998096797515664
South Korea,Construction,2.678820069362324
Canada,Construction,0.0
Australia_NZ,Construction,0.0
Mexico,Construction,0.0
Russia,Construction,0.0
Brazil,Construction,9.551550791778924
South Africa,Construction,3.4948953706385435
Argentina,Construction,3.832595143222143
Indonesia,Construction,17.112015034771023
Other,Construction,5.907687965923803
USA,Transport,0.0
EU-15,Transport,0.0
EU-27,Transport,0.005834552578605914
Europe_Non_EU,Transport,0.0
Japan,Transport,0.3187740157596782
China,Transport,1.7377692654532233
India,Transport,2.8198609404697814
South Korea,Transport,0.8341026963188551
Canada,Transport,0.0
Australia_NZ,Transport,0.0
Mexico,Transport,0.0
Russia,Transport,0.0
Brazil,Transport,2.0093745801396867
South Africa,Transport,1.3684233090794449
Argentina,Transport,2.187116078809103
Indonesia,Transport,2.4825857237852493
Other,Transport,1.169703999301263
USA,Warehousing,0.0
EU-15,Warehousing,0.0
EU-27,Warehousing,0.006057430081900852
Europe_Non_EU,Warehousing,0.0
Japan,Warehousing,0.3449392513052375
China,Warehousing,1.9480510354436449
India,Warehousing,3.0687571190262295
South Korea,Warehousing,0.9190575060505695
Canada,Warehousing,0.0
Australia_NZ,Warehousing,0.0
Mexico,Warehousing,0.0
Russia,Warehousing,0.0
Brazil,Warehousing,3.6707162287201314
South Africa,Warehousing,3.1558284559251537
Argentina,Warehousing,3.6029936841194417
Indonesia,Warehousing,2.823967503818417
Other,Warehousing,1.4607397749286684
USA,Services,0.0
EU-15,Services,0.0
EU-27,Services,0.005554555058480822
Europe_Non_EU,Services,0.0
Japan,Services,0.13746365342465483
China,Services,0.3445195880253549
India,Services,0.6703435033255386
South Korea,Services,0.17021345858153533
Canada,Services,0.0
Australia_NZ,Services,0.0
Mexico,Services,0.0
Russia,Services,0.0
Brazil,Services,1.9008129466655044
South Africa,Services,1.8189999147251557
Argentina,Services,1.476376590498836
Indonesia,Services,0.8955666466406265
Other,Services,0.47413450848256367
