Region,Sector,Value
Argentina,Electricity production,0.6162260312530526
Indonesia,Electricity production,0.8240683722528003
Other,Electricity production,0.5021792056494654
USA,Construction,0.0
EU-15,Construction,0.0
EU-27,Construction,0.05342264236592394
Europe_Non_EU,Construction,0.0
Japan,Construction,1.1254126656750953
China,Construction,1.442262021094783
India,Construction,4.332698932505221
South Korea,Construction,0.8929400231207746
Canada,Construction,0.0
Australia_NZ,Construction,0.0
Mexico,Construction,0.0
Russia,Construction,0.0
Brazil,Construction,3.183850263926308
South Africa,Construction,1.1649651235461813
Argentina,Construction,1.277531714407381
Indonesia,Construction,5.704005011590342
Other,Construction,1.969229321974601
USA,Transport,0.0
EU-15,Transport,0.0
EU-27,Transport,0.0019448508595353046
Europe_Non_EU,Transport,0.0
Japan,Transport,0.10625800525322605
China,Transport,0.5792564218177411
India,Transport,0.9399536468232605
South Korea,Transport,0.2780342321062851
Canada,Transport,0.0
Australia_NZ,Transport,0.0
Mexico,Transport,0.0
Russia,Transport,0.0
Brazil,Transport,0.6697915267132288
South Africa,Transport,0.4561411030264817
Argentina,Transport,0.7290386929363676
Indonesia,Transport,0.8275285745950831
Other,Transport,0.389901333100421
USA,Warehousing,0.0
EU-15,Warehousing,0.0
EU-27,Warehousing,0.0020191433606336173
Europe_Non_EU,Warehousing,0.0
Japan,Warehousing,0.11497975043507917
China,Warehousing,0.6493503451478816
India,Warehousing,1.0229190396754098
South Korea,Warehousing,0.3063525020168565
Canada,Warehousing,0.0
Australia_NZ,Warehousing,0.0
Mexico,Warehousing,0.0
Russia,Warehousing,0.0
Brazil,Warehousing,1.223572076240044
South Africa,Warehousing,1.051942818641718
Argentina,Warehousing,1.2009978947064806
Indonesia,Warehousing,0.9413225012728057
Other,Warehousing,0.4869132583095561
USA,Services,0.0
EU-15,Services,0.0
EU-27,Services,0.0018515183528269405
Europe_Non_EU,Services,0.0
Japan,Services,0.04582121780821828
China,Services,0.11483986267511828
India,Services,0.22344783444184624
South Korea,Services,0.05673781952717845
Canada,Services,0.0
Australia_NZ,Services,0.0
Mexico,Services,0.0
Russia,Services,0.0
Brazil,Services,0.633604315555168
South Africa,Services,0.6063333049083852
Argentina,Services,0.4921255301662787
Indonesia,Services,0.29852221554687547
Other,Services,0.15804483616085457
