Region,Sector,Value
USA,Construction,0.0
EU-15,Construction,0.0
EU-27,Construction,0.10684528473184789
Europe_Non_EU,Construction,0.0
Japan,Construction,2.2508253313501907
China,Construction,2.884524042189566
India,Construction,8.665397865010442
South Korea,Construction,1.7858800462415492
Canada,Construction,0.0
Australia_NZ,Construction,0.0
Mexico,Construction,0.0
Russia,Construction,0.0
Brazil,Construction,6.367700527852616
South Africa,Construction,2.3299302470923626
Argentina,Construction,2.555063428814762
Indonesia,Construction,11.408010023180683
Other,Construction,3.938458643949202
USA,Transport,0.0
EU-15,Transport,0.0
EU-27,Transport,7.429250109831276e-05
Europe_Non_EU,Transport,0.0
Japan,Transport,0.008721745181853112
China,Transport,0.07009392333014056
India,Transport,0.08296539285214934
South Korea,Transport,0.028318269910571445
Canada,Transport,0.0
Australia_NZ,Transport,0.0
Mexico,Transport,0.0
Russia,Transport,0.0
Brazil,Transport,0.5537805495268149
South Africa,Transport,0.5958017156152363
Argentina,Transport,0.471959201770113
Indonesia,Transport,0.11379392667772256
Other,Transport,0.09701192520913512
USA,Warehousing,0.0
EU-15,Warehousing,0.0
EU-27,Warehousing,0.0002228775032949383
Europe_Non_EU,Warehousing,0.0
Japan,Warehousing,0.026165235545559332
China,Warehousing,0.21028176999042167
India,Warehousing,0.248896178556448
South Korea,Warehousing,0.08495480973171433
Canada,Warehousing,0.0
Australia_NZ,Warehousing,0.0
Mexico,Warehousing,0.0
Russia,Warehousing,0.0
Brazil,Warehousing,1.6613416485804446
South Africa,Warehousing,1.7874051468457088
Argentina,Warehousing,1.415877605310339
Indonesia,Warehousing,0.3413817800331677
Other,Warehousing,0.2910357756274054
USA,Services,0.0
EU-15,Services,0.0
EU-27,Services,0.003703036705653881
Europe_Non_EU,Services,0.0
Japan,Services,0.09164243561643656
China,Services,0.22967972535023656
India,Services,0.4468956688836925
South Korea,Services,0.1134756390543569
Canada,Services,0.0
Australia_NZ,Services,0.0
Mexico,Services,0.0
Russia,Services,0.0
Brazil,Services,1.267208631110336
South Africa,Services,1.2126666098167704
Argentina,Services,0.9842510603325574
Indonesia,Services,0.5970444310937509
Other,Services,0.31608967232170915
