Region,Sector,Value
Indonesia,Electricity production,4.4696633452860866
Other,Electricity production,1.9800931488759501
USA,Construction,0.0
EU-15,Construction,0.0
EU-27,Construction,0.0
Europe_Non_EU,Construction,0.0
Japan,Construction,0.0
China,Construction,0.0
India,Construction,0.0
South Korea,Construction,0.0
Canada,Construction,0.0
Australia_NZ,Construction,0.0
Mexico,Construction,0.0
Russia,Construction,0.0
Brazil,Construction,0.0
South Africa,Construction,0.0
Argentina,Construction,0.0
Indonesia,Construction,0.0
Other,Construction,0.0
USA,Transport,0.0
EU-15,Transport,0.0
EU-27,Transport,0.01144622765391689
Europe_Non_EU,Transport,0.0
Japan,Transport,0.611382795973797
China,Transport,3.265256760916025
India,Transport,5.390825702383115
South Korea,Transport,1.583250582905996
Canada,Transport,0.0
Australia_NZ,Transport,0.0
Mexico,Transport,0.0
Russia,Transport,0.0
Brazil,Transport,2.3574075116989293
South Africa,Transport,0.949441471313181
Argentina,Transport,2.9583545523078665
Indonesia,Transport,4.623789667537331
Other,Transport,2.0483722229751207
USA,Warehousing,0.0
EU-15,Warehousing,0.0
EU-27,Warehousing,0.01144622765391689
Europe_Non_EU,Warehousing,0.0
Japan,Warehousing,0.611382795973797
China,Warehousing,3.265256760916025
India,Warehousing,5.390825702383115
South Korea,Warehousing,1.583250582905996
Canada,Warehousing,0.0
Australia_NZ,Warehousing,0.0
Mexico,Warehousing,0.0
Russia,Warehousing,0.0
Brazil,Warehousing,2.3574075116989293
South Africa,Warehousing,0.949441471313181
Argentina,Warehousing,2.9583545523078665
Indonesia,Warehousing,4.623789667537331
Other,Warehousing,2.0483722229751207
USA,Services,0.0
EU-15,Services,0.0
EU-27,Services,0.0
Europe_Non_EU,Services,0.0
Japan,Services,0.0
China,Services,0.0
India,Services,0.0
South Korea,Services,0.0
Canada,Services,0.0
Australia_NZ,Services,0.0
Mexico,Services,0.0
Russia,Services,0.0
Brazil,Services,0.0
South Africa,Services,0.0
Argentina,Services,0.0
Indonesia,Services,0.0
Other,Services,0.0
